layer,st_area_sh,st_perimet,geometry
Flood Zone 2,81.0104988705,39.7145728909,"POLYGON ((-0.1942888 51.45995, -0.1942867 51.46, -0.1942866 51.46, -0.1942003 51.46, -0.1941993 51.46003, -0.194113 51.46003, -0.1941129 51.46003, -0.1941129 51.46003, -0.194115 51.45997, -0.1942024 51.45995, -0.1942887 51.45995, -0.1942888 51.45995))"
Flood Zone 2,195.713310665,80.3525371564,"POLYGON ((-0.1936414 51.45994, -0.1937277 51.45994, -0.1937288 51.45991, -0.1938151 51.45991, -0.1938129 51.45997, -0.1938993 51.45997, -0.1939003 51.45994, -0.1939866 51.45994, -0.1939867 51.45994, -0.1939867 51.45994, -0.1940072 51.45997, -0.1940288 51.45997, -0.1940277 51.46, -0.1940278 51.46, -0.1938982 51.46, -0.1938971 51.46002, -0.1937679 51.46002, -0.1937678 51.46002, -0.1936392 51.45999, -0.1936414 51.45994))"
Flood Zone 2,501.094469619,130.292303718,"POLYGON ((-0.193942 51.46108, -0.1939419 51.46108, -0.1939441 51.46102, -0.193944 51.46102, -0.1939009 51.46102, -0.1939041 51.46094, -0.1939041 51.46094, -0.193861 51.46094, -0.1938631 51.46089, -0.1938631 51.46089, -0.1938199 51.46088, -0.1938231 51.4608, -0.1937369 51.4608, -0.1937369 51.4608, -0.1936516 51.46077, -0.1936515 51.46077, -0.1936536 51.46072, -0.1939126 51.46072, -0.1939126 51.46072, -0.1939331 51.46075, -0.1939548 51.46075, -0.1939537 51.46078, -0.1939536 51.46078, -0.193967 51.46081, -0.1939958 51.46081, -0.1939937 51.46086, -0.1939937 51.46086, -0.1940369 51.46086, -0.1940337 51.46094, -0.1940337 51.46094, -0.1940767 51.46094, -0.1940746 51.461, -0.1940746 51.461, -0.1940295 51.46105, -0.1940294 51.46105, -0.1940293 51.46105, -0.1939857 51.46106, -0.1939852 51.46108, -0.193942 51.46108, -0.193942 51.46108))"
Flood Zone 2,7.50600038986e-4,0.125896302759,"POLYGON ((-0.184741 51.46113, -0.1847409 51.46113, -0.1847405 51.46113, -0.1847409 51.46113, -0.184741 51.46113, -0.184741 51.46113))"
Flood Zone 2,499.10253178,128.961910126,"POLYGON ((-0.1868889 51.46406, -0.1870291 51.46415, -0.1870299 51.46418, -0.1870304 51.46421, -0.1869513 51.4642, -0.1869534 51.46415, -0.1869533 51.46415, -0.1869099 51.46416, -0.1869092 51.46418, -0.1868228 51.46418, -0.186825 51.46412, -0.1867387 51.46412, -0.1867387 51.46412, -0.1867386 51.46412, -0.1866104 51.46409, -0.1866102 51.46409, -0.1866102 51.46409, -0.1866134 51.46401, -0.1866134 51.46401, -0.1865703 51.46401, -0.1865735 51.46393, -0.1866598 51.46393, -0.1866393 51.4639, -0.1866177 51.4639, -0.1866188 51.46388, -0.1866933 51.46388, -0.1868889 51.46406))"
Flood Zone 2,0.196650024923,132.429788835,"POLYGON ((-0.002098482 51.51192, -0.001961573 51.51193, -0.00177565 51.51194, -0.001522939 51.51196, -0.002470615 51.51189, -0.002098482 51.51192))"
